especie,porte,idade_categoria,temperatura,umidade,atividade_pct,nivel_risco
ave,unico,adulto,30.6,60.19,90.57,normal
gato,unico,adulto,33.64,22.65,71.75,atencao
cao,medio,adulto,36.7,47.92,48.2,atencao
gato,unico,adulto,27.03,43.55,12.57,atencao
cao,medio,adulto,28.16,65.07,18.15,atencao
cao,medio,idoso,35.88,58.58,44.15,atencao
cao,pequeno,idoso,23.63,54.85,6.35,critico
gato,unico,idoso,30.48,33.82,67.92,normal
gato,unico,adulto,30.23,69.74,72.7,normal
ave,unico,filhote,28.81,45.84,78.88,normal
cao,grande,idoso,27.8,63.57,24.59,atencao
gato,unico,filhote,27.12,46.72,50.95,normal
cao,pequeno,adulto,23.39,23.47,96.42,atencao
cao,pequeno,filhote,31.24,52.68,75.07,normal
cao,medio,adulto,15.16,56.97,55.1,atencao
cao,grande,adulto,37.59,42.92,59.78,atencao
cao,pequeno,adulto,26.23,35.96,96.84,normal
cao,medio,idoso,26.28,62.76,42.78,normal
gato,unico,adulto,27.67,30.96,79.96,normal
cao,medio,adulto,36.76,52.15,51.0,critico
cao,pequeno,filhote,23.69,60.46,12.72,atencao
gato,unico,filhote,21.88,47.98,38.45,normal
cao,pequeno,filhote,30.63,54.56,25.4,atencao
cao,grande,adulto,24.87,59.62,89.67,normal
cao,medio,adulto,25.18,43.6,92.5,normal
ave,unico,adulto,25.7,52.26,21.78,atencao
gato,unico,adulto,20.41,34.51,51.66,normal
gato,unico,adulto,29.62,41.57,87.22,normal
ave,unico,adulto,31.13,73.89,97.02,normal
gato,unico,adulto,30.83,67.3,75.1,normal
cao,grande,adulto,33.43,71.15,17.1,atencao
cao,pequeno,adulto,32.03,61.56,82.0,normal
cao,pequeno,adulto,25.23,48.15,5.95,critico
gato,unico,adulto,16.67,89.62,37.9,critico
gato,unico,adulto,33.85,56.81,54.4,normal
cao,pequeno,adulto,29.2,74.77,42.41,atencao
cao,medio,adulto,33.18,63.43,42.23,normal
gato,unico,idoso,21.47,60.35,68.34,normal
cao,grande,idoso,22.41,52.97,61.33,normal
cao,medio,filhote,34.32,26.03,40.44,atencao
cao,medio,adulto,35.04,35.18,13.77,normal
cao,pequeno,idoso,26.6,49.57,39.15,normal
ave,unico,adulto,34.43,60.86,54.14,normal
gato,unico,adulto,20.19,33.11,48.29,normal
gato,unico,idoso,34.44,46.7,95.59,atencao
ave,unico,idoso,28.98,66.52,77.18,normal
cao,medio,adulto,25.65,81.3,66.51,atencao
cao,grande,filhote,25.74,45.41,91.49,atencao
cao,grande,adulto,20.59,82.56,38.77,atencao
cao,grande,idoso,26.54,46.33,65.65,atencao
ave,unico,adulto,36.33,29.17,92.87,atencao
cao,grande,adulto,28.25,46.54,30.45,normal
cao,pequeno,adulto,30.71,58.11,19.21,atencao
ave,unico,adulto,32.14,55.18,15.93,critico
cao,medio,filhote,34.53,34.81,97.56,atencao
ave,unico,adulto,40.35,68.2,45.51,atencao
cao,pequeno,adulto,24.39,57.18,48.66,normal
cao,medio,filhote,31.23,37.44,83.25,normal
cao,pequeno,filhote,36.1,62.3,28.24,atencao
gato,unico,filhote,31.69,23.22,68.45,atencao
gato,unico,adulto,27.13,22.82,88.27,atencao
cao,grande,adulto,27.38,35.11,25.37,atencao
cao,pequeno,adulto,30.17,52.0,49.82,normal
cao,medio,adulto,10.37,37.83,61.39,critico
ave,unico,adulto,35.99,56.99,56.81,normal
gato,unico,filhote,22.03,51.71,39.99,normal
cao,grande,idoso,28.97,66.22,13.73,atencao
gato,unico,adulto,34.2,31.32,66.44,atencao
ave,unico,adulto,33.67,58.54,84.55,normal
gato,unico,idoso,21.52,20.93,88.11,critico
gato,unico,adulto,32.98,33.62,24.64,normal
cao,pequeno,adulto,20.5,34.18,40.71,normal
ave,unico,filhote,44.38,61.98,53.68,critico
gato,unico,adulto,25.25,30.31,73.96,normal
cao,pequeno,idoso,34.68,52.08,67.07,atencao
cao,grande,adulto,32.35,69.27,16.17,atencao
ave,unico,filhote,35.13,45.59,86.87,normal
cao,medio,idoso,36.77,38.73,25.73,critico
gato,unico,adulto,29.08,52.79,29.25,normal
gato,unico,adulto,31.73,68.43,18.48,normal
cao,grande,adulto,39.95,59.63,70.11,critico
gato,unico,adulto,29.4,45.57,56.46,normal
gato,unico,adulto,33.86,38.56,50.52,normal
cao,pequeno,idoso,24.85,59.01,83.34,normal
gato,unico,idoso,24.53,35.77,6.02,atencao
gato,unico,adulto,25.98,79.37,90.59,atencao
cao,grande,adulto,23.15,69.28,77.65,normal
gato,unico,adulto,26.95,47.24,96.12,normal
gato,unico,idoso,23.5,43.6,42.99,normal
cao,pequeno,adulto,24.34,48.74,99.19,normal
cao,grande,adulto,17.53,68.35,37.93,atencao
gato,unico,adulto,30.08,54.58,72.77,normal
ave,unico,adulto,29.92,50.99,79.47,normal
ave,unico,adulto,28.02,54.69,47.23,normal
gato,unico,adulto,20.12,68.8,51.69,normal
cao,grande,adulto,34.54,35.61,69.05,normal
cao,grande,adulto,23.01,61.6,21.76,atencao
gato,unico,adulto,21.58,66.48,31.54,normal
ave,unico,adulto,20.52,44.5,40.94,atencao
ave,unico,idoso,28.17,63.11,90.05,normal
cao,pequeno,filhote,26.34,56.55,43.53,atencao
gato,unico,idoso,32.63,44.9,87.31,normal
cao,pequeno,adulto,34.18,64.59,30.03,normal
cao,medio,idoso,29.42,19.2,33.95,critico
gato,unico,adulto,22.72,56.25,87.67,normal
gato,unico,idoso,24.06,44.12,61.88,normal
cao,pequeno,adulto,23.17,62.45,83.02,normal
gato,unico,adulto,22.03,48.55,80.86,normal
gato,unico,idoso,25.06,54.53,21.78,normal
gato,unico,adulto,28.52,36.11,85.6,normal
gato,unico,idoso,18.59,59.01,96.25,atencao
cao,medio,adulto,32.74,68.06,67.6,normal
gato,unico,adulto,36.74,60.04,20.43,normal
cao,pequeno,idoso,30.24,28.22,30.45,atencao
gato,unico,adulto,30.47,22.51,56.61,atencao
gato,unico,filhote,26.48,20.45,85.5,atencao
gato,unico,filhote,31.51,56.18,62.21,normal
cao,grande,idoso,33.37,37.08,81.5,normal
ave,unico,adulto,26.8,53.36,28.78,critico
cao,grande,adulto,31.06,30.15,44.54,normal
gato,unico,adulto,27.53,51.31,69.2,normal
gato,unico,idoso,17.94,66.96,23.55,atencao
gato,unico,adulto,20.61,38.69,97.54,normal
cao,medio,idoso,33.61,55.27,91.54,normal
cao,medio,adulto,23.21,68.88,35.71,normal
ave,unico,filhote,21.81,79.68,87.12,atencao
cao,medio,adulto,25.5,69.12,57.58,normal
cao,pequeno,adulto,22.26,48.64,75.93,normal
cao,medio,idoso,31.74,48.6,71.31,normal
cao,medio,adulto,24.01,55.84,98.95,normal
gato,unico,adulto,20.69,65.46,62.79,normal
gato,unico,adulto,23.53,68.2,56.09,normal
gato,unico,adulto,24.64,37.26,35.78,normal
cao,pequeno,adulto,32.49,54.58,93.49,normal
ave,unico,adulto,28.25,44.24,35.4,normal
cao,pequeno,adulto,27.62,70.64,56.48,atencao
cao,grande,idoso,27.0,83.66,30.5,critico
cao,grande,filhote,31.54,43.22,39.98,normal
ave,unico,adulto,28.17,56.4,62.62,normal
gato,unico,adulto,24.04,28.9,82.78,atencao
ave,unico,adulto,34.01,67.35,26.48,atencao
cao,medio,filhote,28.71,44.86,17.53,atencao
cao,pequeno,adulto,31.35,48.16,40.91,normal
cao,grande,adulto,16.46,80.17,65.95,atencao
gato,unico,adulto,25.61,47.23,19.88,normal
gato,unico,adulto,26.37,61.82,47.98,normal
cao,pequeno,adulto,25.75,30.63,16.87,atencao
gato,unico,adulto,20.35,52.81,58.08,normal
ave,unico,filhote,36.05,59.93,60.2,normal
gato,unico,adulto,27.23,57.99,22.99,normal
cao,grande,adulto,29.32,84.88,74.17,atencao
cao,grande,adulto,19.11,50.47,78.85,atencao
ave,unico,adulto,29.35,50.71,78.39,normal
gato,unico,adulto,38.88,69.3,11.65,critico
gato,unico,adulto,33.39,38.06,88.44,normal
gato,unico,adulto,24.5,69.58,28.4,normal
cao,grande,idoso,27.71,59.96,59.95,normal
ave,unico,adulto,31.55,74.52,26.38,atencao
gato,unico,adulto,28.46,32.18,86.59,normal
cao,grande,adulto,29.72,46.16,26.21,normal
gato,unico,filhote,28.09,33.43,17.75,normal
gato,unico,adulto,28.63,37.56,31.31,normal
gato,unico,idoso,28.82,34.83,43.46,normal
ave,unico,adulto,27.09,60.31,78.01,normal
gato,unico,adulto,30.1,10.25,13.89,critico
ave,unico,adulto,34.32,61.59,75.68,normal
gato,unico,adulto,38.28,34.04,66.47,critico
gato,unico,adulto,29.52,55.72,88.2,normal
ave,unico,adulto,31.81,44.71,53.81,normal
cao,medio,adulto,19.96,42.1,19.52,atencao
cao,pequeno,idoso,28.54,59.69,50.15,normal
ave,unico,adulto,35.58,53.39,61.73,normal
gato,unico,adulto,29.42,61.37,11.67,atencao
cao,medio,adulto,33.5,41.41,92.55,atencao
gato,unico,adulto,34.39,12.74,57.04,critico
cao,medio,adulto,24.66,50.15,37.13,normal
gato,unico,idoso,25.44,36.36,64.74,normal
ave,unico,filhote,41.01,66.48,95.0,critico
gato,unico,idoso,30.05,60.96,35.48,normal
cao,pequeno,filhote,35.49,56.27,67.09,atencao
gato,unico,adulto,29.34,39.35,56.62,normal
cao,medio,filhote,26.11,36.05,73.57,normal
